table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ko,니시아자부 1쵸메,,,西麻布一丁目
stops,stop_name,ko,니시아자부 4쵸메,,,西麻布四丁目
stops,stop_name,ko,닛세키 의료센터,,,日赤医療センター
stops,stop_name,ko,미나미 아오야마 6쵸메,,,南青山六丁目
stops,stop_name,ko,세이난 초등학교,,,青南小学校
stops,stop_name,ko,가이엔앞역,,,外苑前駅
stops,stop_name,ko,아오야마 2쵸메교차로,,,青山二丁目交差点
stops,stop_name,ko,모토아카사카 1쵸메,,,元赤坂一丁目
stops,stop_name,ko,미나미 아오야마 7쵸메,,,南青山七丁目
stops,stop_name,ko,시나가와역 고우난입구,,,品川駅港南口
stops,stop_name,ko,시바우라 중앙공원입구,,,芝浦中央公園入口
stops,stop_name,ko,코우난 2쵸메,,,港南二丁目
stops,stop_name,ko,타카나와 4쵸메,,,高輪四丁目
stops,stop_name,ko,시나가와역 다카나와입구,,,品川駅高輪口
stops,stop_name,ko,토쿄 타카나와병원,,,東京高輪病院
stops,stop_name,ko,타카나와 3쵸메,,,高輪三丁目
stops,stop_name,ko,타카나와 경찰서앞,,,高輪警察署前
stops,stop_name,ko,타카나와다이 초등학교,,,高輪台小学校
stops,stop_name,ko,타카나와 2쵸메,,,高輪二丁目
stops,stop_name,ko,타카나와 1쵸메,,,高輪一丁目
stops,stop_name,ko,교란자카시타,,,魚籃坂下
stops,stop_name,ko,타카나와지구 종합지소앞,,,高輪地区総合支所前
stops,stop_name,ko,미타 4쵸메,,,三田四丁目
stops,stop_name,ko,미타 3쵸메,,,三田三丁目
stops,stop_name,ko,케이오대학 동문,,,慶應義塾東門
stops,stop_name,ko,시바우라 1쵸메,,,芝浦一丁目
stops,stop_name,ko,타케시바바시,,,竹芝橋
stops,stop_name,ko,시바우라 2쵸메,,,芝浦二丁目
stops,stop_name,ko,시바우라 3쵸메,,,芝浦三丁目
stops,stop_name,ko,시바 아일랜드,,,芝浦アイランド
stops,stop_name,ko,카이간 3쵸메,,,海岸三丁目
stops,stop_name,ko,시바우라 부두역,,,S_9367
stops,stop_name,ko,부두공원 입구,,,埠頭公園入口
stops,stop_name,ko,야치요바시 히가시,,,S_9371
stops,stop_name,ko,타카하마바시,,,高浜橋
stops,stop_name,ko,시바우라 중앙공원 운동장,,,芝浦中央公園運動場
stops,stop_name,ko,하마지바시,,,浜路橋
stops,stop_name,ko,코우난노 사토,,,港南の郷
stops,stop_name,ko,코우난 3쵸메,,,港南三丁目
stops,stop_name,ko,코우난 4쵸메,,,港南四丁目
stops,stop_name,ko,코우난 이키이키 플라자,,,港南いきいきプラザ
stops,stop_name,ko,신코우난바시,,,新港南橋
stops,stop_name,ko,코우난 1쵸메,,,港南一丁目
stops,stop_name,ko,코우난 초등학교,,,港南小学校前
stops,stop_name,ko,플라자 신명,,,プラザ神明
stops,stop_name,ko,타메이케산노 역,,,溜池山王駅
stops,stop_name,ko,아오야마 타카기쵸,,,青山高樹町
stops,stop_name,ko,미나토공원 시바우라,,,みなとパーク芝浦
stops,stop_name,ko,미나토구청 북쪽,,,港区役所北
stops,stop_name,ko,시오사이바시 북쪽,,,汐彩橋北
stops,stop_name,ko,시바우라 부두 남쪽,,,芝浦ふ頭南
stops,stop_name,ko,시오지바시,,,潮路橋
stops,stop_name,ko,카이간 2쵸메,,,海岸二丁目
stops,stop_name,ko,히노데 산바시 입구,,,日の出桟橋入口
stops,stop_name,ko,타케시바 산바시 입구,,,竹芝桟橋入口
trips,trip_headsign,ja,六本木ヒルズ行,,,六本木ヒルズ行
trips,trip_headsign,ja,芝浦車庫行,,,芝浦車庫行
trips,trip_headsign,ja,田町駅東口行,,,田町駅東口行
trips,trip_headsign,ja,新橋駅行,,,新橋駅行
trips,trip_headsign,ja,みなとパーク芝浦行,,,みなとパーク芝浦行
trips,trip_headsign,ja,港区役所行,,,港区役所行
trips,trip_headsign,ja,港区役所北行,,,港区役所北行
trips,trip_headsign,ja,広尾駅行,,,広尾駅行
trips,trip_headsign,ja,赤坂見附駅行,,,赤坂見附駅行
trips,trip_headsign,ja,品川駅港南口行,,,品川駅港南口行
trips,trip_headsign,ja,浅草線三田駅前行,,,浅草線三田駅前行
trips,trip_headsign,ja,海岸三丁目行,,,海岸三丁目行
trips,trip_headsign,ja,竹芝桟橋入口行,,,竹芝桟橋入口行
trips,trip_headsign,ja,埠頭公園入口行,,,埠頭公園入口行
trips,trip_headsign,en,To Roppongi Hills,,,六本木ヒルズ行
trips,trip_headsign,en,To Shibaura Bus Depot,,,芝浦車庫行
trips,trip_headsign,en,To Tamachi Sta. East Gate,,,田町駅東口行
trips,trip_headsign,en,To Shinbashi Sta.,,,新橋駅行
trips,trip_headsign,en,To Minato Park Shibaura,,,みなとパーク芝浦行
trips,trip_headsign,en,To Minato City Hall,,,港区役所行
trips,trip_headsign,en,To Minato City Hall Kita,,,港区役所北行
trips,trip_headsign,en,To Hiroo Sta.,,,広尾駅行
trips,trip_headsign,en,To Akasaka Mitsuke Sta.,,,赤坂見附駅行
trips,trip_headsign,en,To Shinagawa Sta. Konan Gate,,,品川駅港南口行
trips,trip_headsign,en,To Mita Station on the Asakusa Line,,,浅草線三田駅前行
trips,trip_headsign,en,To Kaigan 3-chome,,,海岸三丁目行
trips,trip_headsign,en,To Takeshibasambashi Ent.,,,竹芝桟橋入口行
trips,trip_headsign,en,To Futo Park Ent.,,,埠頭公園入口行
trips,trip_headsign,zh-Hans,前往六本木Hills,,,六本木ヒルズ行
trips,trip_headsign,zh-Hans,前往芝浦车库,,,芝浦車庫行
trips,trip_headsign,zh-Hans,前往田町车站东口,,,田町駅東口行
trips,trip_headsign,zh-Hans,前往新桥站,,,新橋駅行
trips,trip_headsign,zh-Hans,前往港公园芝浦,,,みなとパーク芝浦行
trips,trip_headsign,zh-Hans,前往港区政府 ,,,港区役所行
trips,trip_headsign,zh-Hans,前往港区政府北,,,港区役所北行
trips,trip_headsign,zh-Hans,前往广尾站,,,広尾駅行
trips,trip_headsign,zh-Hans,前往赤坂见附车站,,,赤坂見附駅行
trips,trip_headsign,zh-Hans,前往品川站港南口,,,品川駅港南口行
trips,trip_headsign,zh-Hans,前往浅草线三田车站前,,,浅草線三田駅前行
trips,trip_headsign,zh-Hans,前往海岸三丁目,,,海岸三丁目行
trips,trip_headsign,zh-Hans,前往竹芝栈桥入口,,,竹芝桟橋入口行
trips,trip_headsign,zh-Hans,前往埠头公园入口,,,埠頭公園入口行
trips,trip_headsign,zh-TW,前往六本木Hills,,,六本木ヒルズ行
trips,trip_headsign,zh-TW,前往芝浦車庫,,,芝浦車庫行
trips,trip_headsign,zh-TW,前往田町車站東口,,,田町駅東口行
trips,trip_headsign,zh-TW,前往新橋站,,,新橋駅行
trips,trip_headsign,zh-TW,前往港公園芝浦,,,みなとパーク芝浦行
trips,trip_headsign,zh-TW,前往港區政府,,,港区役所行
trips,trip_headsign,zh-TW,前往港區政府北,,,港区役所北行
trips,trip_headsign,zh-TW,前往廣尾站,,,広尾駅行
trips,trip_headsign,zh-TW,前往赤坂見附車站,,,赤坂見附駅行
trips,trip_headsign,zh-TW,前往品川站港南口,,,品川駅港南口行
trips,trip_headsign,zh-TW,前往淺草線三田車站前,,,浅草線三田駅前行
trips,trip_headsign,zh-TW,前往海岸三丁目,,,海岸三丁目行
trips,trip_headsign,zh-TW,前往竹芝棧橋入口,,,竹芝桟橋入口行
trips,trip_headsign,zh-TW,前往埠頭公園入口,,,埠頭公園入口行
trips,trip_headsign,ko,록봉기 힐즈 행,,,六本木ヒルズ行
trips,trip_headsign,ko,시바우라 차고 행,,,芝浦車庫行
trips,trip_headsign,ko,타마치역 동쪽출구 행,,,田町駅東口行
trips,trip_headsign,ko,신바시역 행,,,新橋駅行
trips,trip_headsign,ko,미나토공원 시바우라 행,,,みなとパーク芝浦行
trips,trip_headsign,ko,미나토구청 행,,,港区役所行
trips,trip_headsign,ko,미나토구청 북쪽 행,,,港区役所北行
trips,trip_headsign,ko,히로오 역 행,,,広尾駅行
trips,trip_headsign,ko,아카사카 미츠케 역 행,,,赤坂見附駅行
trips,trip_headsign,ko,시나가와역 고우난입구 행,,,品川駅港南口行
trips,trip_headsign,ko,아사쿠사선 미타 역앞 행,,,浅草線三田駅前行
trips,trip_headsign,ko,카이간 3쵸메 행,,,海岸三丁目行
trips,trip_headsign,ko,타케시바 산바시 입구 행,,,竹芝桟橋入口行
trips,trip_headsign,ko,부두공원 입구 행,,,埠頭公園入口行
stop_times,stop_headsign,en,Akasaka Mitsuke,,,赤坂見附方面
stop_times,stop_headsign,en,Roppongi Hills,,,六本木ヒルズ方面
stop_times,stop_headsign,en,Roppongi Hills via Tamachi Sta. East Gate,,,田町駅東口経由六本木ヒルズ方面
stop_times,stop_headsign,en,Shibaura Bus Depot via Tamachi Sta. East Gate,,,田町駅東口経由芝浦車庫
stop_times,stop_headsign,en,Shibaura Bus Depot,,,芝浦車庫
stop_times,stop_headsign,en,Tamachi Sta. East Gate,,,田町駅東口
stop_times,stop_headsign,en,Akabanebashi Minami via Tamachi Sta. East Gate,,,田町駅東口経由赤羽橋南
stop_times,stop_headsign,en,Akabanebashi Minami,,,赤羽橋南
trips,trip_headsign,en,to Akabanebashi Minami,,,赤羽橋南行
